job_name,company,lokasi,tingkat_job,lama_pengalaman,jenis_job,ukuran_company,industri,gaji,median_gaji,sumber
data scientist,perusahaan dirahasiakan,dki jakarta,senior tingkat menengah,5.0,penuh waktu,,,"[20000000, 25000000]",22500000.0,jobstreet
data scientist,pt main games indonesia (jakarta),dki jakarta,asosiasi,3.0,penuh waktu,1-50 pekerja,teknologi informasi dan komunikasi,,,jobstreet
data scientist,pt mega central finance,dki jakarta,senior tingkat menengah,5.0,penuh waktu,1.001-5.000 pekerja,keuangan,,,jobstreet
data scientist,kompas gramedia - kg media - kg media,dki jakarta,asosiasi,3.0,penuh waktu,1-50 pekerja,media,,,jobstreet
data scientist,pt berlian sistem informasi,dki jakarta,asosiasi,3.0,penuh waktu,201-500 pekerja,teknologi informasi dan komunikasi,,,jobstreet
data scientist,pt. lippo karawaci tbk,banten,asosiasi,4.0,penuh waktu,1.001-5.000 pekerja,properti,,,jobstreet
data scientist,pt sharing vision indonesia,dki jakarta,asosiasi,2.0,penuh waktu,51-200 pekerja,konsultasi,"[12000000, 20000000]",16000000.0,jobstreet
data scientist,pt kamoro maxima integra,dki jakarta,asosiasi,3.0,penuh waktu,51-200 pekerja,teknologi informasi dan komunikasi,,,jobstreet
data scientist,pt eigerindo multi produk industri,jawa barat,asosiasi,3.0,penuh waktu,1.001-5.000 pekerja,ekonomi,,,jobstreet
data scientist,yayasan aidhub indonesia,bali,senior tingkat menengah,2.0,penuh waktu,1-50 pekerja,teknologi informasi dan komunikasi,"[9000000, 12600000]",10800000.0,jobstreet
data scientist,pt. prima vista solusi,dki jakarta,senior tingkat menengah,5.0,penuh waktu,501-1.000 pekerja,teknologi informasi dan komunikasi,,,jobstreet
data scientist,pt kideco jaya agung (kideco),kalimantan timur,senior tingkat menengah,2.0,kontrak,201-500 pekerja,pertambangan,,,jobstreet
data scientist,pt os selnajaya indonesia,dki jakarta,senior tingkat menengah,5.0,penuh waktu,201-500 pekerja,konsultasi,,,jobstreet
data scientist,pt. persolkelly recruitment indonesia,dki jakarta,asosiasi,3.0,penuh waktu,1.001-5.000 pekerja,konsultasi,,,jobstreet
data scientist,pt dua empat tujuh,dki jakarta,asosiasi,1.0,penuh waktu,501-1.000 pekerja,konsultasi,,,jobstreet
data scientist,pt pratesis,dki jakarta,asosiasi,1.0,penuh waktu,51-200 pekerja,konsultasi,,,jobstreet
data scientist,pt metra-net,dki jakarta,asosiasi,2.0,kontrak,51-200 pekerja,teknologi informasi dan komunikasi,"[5000000, 7000000]",6000000.0,jobstreet
data scientist,pt prodia widyahusada tbk,dki jakarta,asosiasi,1.0,penuh waktu,1.001-5.000 pekerja,kesehatan,,,jobstreet
data scientist,quipper,dki jakarta,,,,,,,,jobstreet
data scientist,friesland campina,dki jakarta,,,,,,,,jobstreet
data scientist,pt finaccel teknologi indonesia,dki jakarta,,,,201-500 pekerja,keuangan,,,jobstreet
data scientist,pt metrodata electronics tbk,dki jakarta,,,,1.001-5.000 pekerja,konsultasi,,,jobstreet
data scientist,pt grab taxi indonesia,dki jakarta,,,,201-500 pekerja,teknologi informasi dan komunikasi,,,jobstreet
data analyst,"pt bank sinarmas, tbk",dki jakarta,asosiasi,2.0,penuh waktu,>5.000 pekerja,keuangan,,,jobstreet
data analyst,pt link net,banten,senior tingkat menengah,2.0,kontrak,501-1.000 pekerja,media,"[15000000, 25000000]",20000000.0,jobstreet
data analyst,pt indika multi properti,dki jakarta,senior tingkat menengah,7.0,penuh waktu,1-50 pekerja,properti,,,jobstreet
data analyst,pt asyx indonesia,banten,asosiasi,1.0,penuh waktu,1-50 pekerja,teknologi informasi dan komunikasi,,,jobstreet
data analyst,pt. majoo teknologi indonesia,dki jakarta,asosiasi,2.0,penuh waktu,201-500 pekerja,keuangan,,,jobstreet
data analyst,pt parkland world indonesia (adidas),banten,asosiasi,1.0,penuh waktu,>5.000 pekerja,ekonomi,"[4500000, 5300000]",4900000.0,jobstreet
data analyst,pt ako media asia,dki jakarta,senior tingkat menengah,5.0,penuh waktu,51-200 pekerja,konsultasi,,,jobstreet
data analyst,pt smartfren telecom tbk,dki jakarta,tingkat pemula,,penuh waktu,1.001-5.000 pekerja,teknologi informasi dan komunikasi,,,jobstreet
data analyst,jd .id (pt ritel bersama nasional),dki jakarta,senior tingkat menengah,5.0,penuh waktu,501-1.000 pekerja,ekonomi,,,jobstreet
data analyst,pt agate international,jawa barat,asosiasi,,penuh waktu,51-200 pekerja,media,,,jobstreet
data analyst,pt atana technologies indonesia,jawa timur,asosiasi,1.0,penuh waktu,1-50 pekerja,teknologi informasi dan komunikasi,,,jobstreet
data analyst,perusahaan dirahasiakan,dki jakarta,asosiasi,2.0,penuh waktu,,,,,jobstreet
data analyst,pt. kalbe farma tbk. (international division),dki jakarta,senior tingkat menengah,2.0,penuh waktu,201-500 pekerja,kesehatan,,,jobstreet
data analyst,pt ultra prima abadi (orang tua group),dki jakarta,asosiasi,1.0,penuh waktu,>5.000 pekerja,ekonomi,,,jobstreet
data analyst,pt. lg cns indonesia,dki jakarta,asosiasi,5.0,kontrak,1-50 pekerja,teknologi informasi dan komunikasi,"[12000000, 18000000]",15000000.0,jobstreet
data analyst,pt ming jaya sejahtera,jawa timur,asosiasi,,penuh waktu,51-200 pekerja,ekonomi,,,jobstreet
data analyst,pt pepper services indonesia,dki jakarta,senior tingkat menengah,5.0,penuh waktu,201-500 pekerja,keuangan,,,jobstreet
data analyst,pt abc kogen dairy,dki jakarta,asosiasi,3.0,penuh waktu,51-200 pekerja,ekonomi,,,jobstreet
data analyst,pt cimb niaga tbk,dki jakarta,asosiasi,1.0,penuh waktu,>5.000 pekerja,keuangan,,,jobstreet
data analyst,pt ads komunikasi indonesia,dki jakarta,asosiasi,1.0,penuh waktu,51-200 pekerja,pemasaran & periklanan,"[3000000, 4000000]",3500000.0,jobstreet
data analyst,"pt smart,tbk",dki jakarta,senior tingkat menengah,2.0,penuh waktu,>5.000 pekerja,agrikultur,,,jobstreet
data analyst,pt allure alluminio,dki jakarta,asosiasi,3.0,penuh waktu,201-500 pekerja,konstruksi,,,jobstreet
data analyst,pt. multifortuna sinardelta,dki jakarta,asosiasi,2.0,kontrak,201-500 pekerja,ekonomi,,,jobstreet
data analyst,rgf hr agent indonesia,dki jakarta,asosiasi,3.0,penuh waktu,1-50 pekerja,,"[15000000, 30000000]",22500000.0,jobstreet
data analyst,pt wook global technology,dki jakarta,senior tingkat menengah,2.0,penuh waktu,1.001-5.000 pekerja,elektronik,,,jobstreet
data analyst,magix metro media,dki jakarta,asosiasi,1.0,penuh waktu,51-200 pekerja,acara,"[3500000, 4500000]",4000000.0,jobstreet
data analyst,maxi group,dki jakarta,senior tingkat menengah,5.0,penuh waktu,201-500 pekerja,pakaian & mode,,,jobstreet
data analyst,pt fajar mas murni,jawa barat,asosiasi,2.0,penuh waktu,201-500 pekerja,permesinan,,,jobstreet
data analyst,pt finaccel teknologi indonesia,dki jakarta,asosiasi,2.0,penuh waktu,201-500 pekerja,keuangan,,,jobstreet
data analyst,pt big fish hunter,dki jakarta,senior tingkat menengah,3.0,penuh waktu,1-50 pekerja,konsultasi,"[40000000, 60000000]",50000000.0,jobstreet
data analyst,pt ratna dewi tunggal abadi textile,dki jakarta,tingkat pemula,,penuh waktu,51-200 pekerja,ekonomi,,,jobstreet
data analyst,pt great giant pineapple,dki jakarta,asosiasi,2.0,penuh waktu,>5.000 pekerja,agrikultur,,,jobstreet
data analyst,pt samudera indonesia tbk,dki jakarta,senior tingkat menengah,1.0,penuh waktu,1.001-5.000 pekerja,transportasi,"[7000000, 11000000]",9000000.0,jobstreet
data analyst,pt pp london sumatra indonesia.tbk,dki jakarta,asosiasi,1.0,penuh waktu,>5.000 pekerja,agrikultur,,,jobstreet
data analyst,pt asuransi jiwa sinarmas msig tbk.,dki jakarta,asosiasi,3.0,penuh waktu,501-1.000 pekerja,keuangan,,,jobstreet
data analyst,indokaryaabadi,banten,senior tingkat menengah,2.0,penuh waktu,1-50 pekerja,ekonomi,,,jobstreet
data analyst,pt eigerindo multi produk industri,jawa barat,asosiasi,1.0,penuh waktu,1.001-5.000 pekerja,ekonomi,,,jobstreet
data analyst,pt. kalbe farma tbk. (international division),dki jakarta,senior tingkat menengah,5.0,penuh waktu,201-500 pekerja,kesehatan,,,jobstreet
data analyst,pt enseval putera megatrading tbk,dki jakarta,magang,,paruh waktu,>5.000 pekerja,transportasi,,,jobstreet
data analyst,pt valbury sekuritas indonesia,dki jakarta,asosiasi,1.0,penuh waktu,201-500 pekerja,saham,,,jobstreet
data analyst,"pt wahana ottomitra multiartha (wom finance), tbk",dki jakarta,senior tingkat menengah,1.0,penuh waktu,>5.000 pekerja,keuangan,,,jobstreet
data analyst,ismaya group,dki jakarta,tingkat pemula,,penuh waktu,1.001-5.000 pekerja,makanan & minuman,,,jobstreet
data analyst,pt esensi solusi buana,banten,asosiasi,1.0,penuh waktu,51-200 pekerja,teknologi informasi dan komunikasi,"[6000000, 10000000]",8000000.0,jobstreet
data analyst,pt charoen pokphand indonesia,dki jakarta,tingkat pemula,,penuh waktu,>5.000 pekerja,agrikultur,,,jobstreet
data analyst,pt jac indonesia,dki jakarta,senior tingkat menengah,5.0,penuh waktu,51-200 pekerja,,"[15000000, 19500000]",17250000.0,jobstreet
data analyst,pt lucky mom indonesia,dki jakarta,asosiasi,2.0,penuh waktu,201-500 pekerja,ekonomi,,,jobstreet
data analyst,pt morula indonesia,jawa timur,asosiasi,2.0,penuh waktu,201-500 pekerja,kesehatan,,,jobstreet
data analyst,boga group,banten,asosiasi,1.0,penuh waktu,1.001-5.000 pekerja,makanan & minuman,,,jobstreet
data analyst,pt surya pratista hutama (suprama),jawa timur,asosiasi,1.0,kontrak,1.001-5.000 pekerja,ekonomi,,,jobstreet
data analyst,pt mindo small business solutions,diy,asosiasi,2.0,penuh waktu,51-200 pekerja,konsultasi,"[2500000, 4000000]",3250000.0,jobstreet
data analyst,pt bussan auto finance (baf),dki jakarta,senior tingkat menengah,2.0,penuh waktu,>5.000 pekerja,keuangan,,,jobstreet
data analyst,pt teknologi api dua sisi,dki jakarta,asosiasi,2.0,penuh waktu,51-200 pekerja,teknologi informasi dan komunikasi,"[8000000, 15000000]",11500000.0,jobstreet
data analyst,perusahaan dirahasiakan,dki jakarta,asosiasi,3.0,penuh waktu,,,,,jobstreet
data analyst,pt global unggul mandiri (paxel),dki jakarta,senior tingkat menengah,3.0,penuh waktu,201-500 pekerja,transportasi,,,jobstreet
data analyst,ecloudvalley technology limited,dki jakarta,senior tingkat menengah,2.0,penuh waktu,201-500 pekerja,konsultasi,"[20000000, 32000000]",26000000.0,jobstreet
data analyst,pt atria artha persada,sumatera utara,asosiasi,1.0,penuh waktu,51-200 pekerja,ekonomi,,,jobstreet
data analyst,pt global unggul mandiri (paxel),dki jakarta,senior tingkat menengah,5.0,penuh waktu,201-500 pekerja,transportasi,,,jobstreet
data analyst,pt indonesia logam pratama,dki jakarta,asosiasi,3.0,penuh waktu,1-50 pekerja,ekonomi,,,jobstreet
data analyst,pt. elabram systems,dki jakarta,tingkat pemula,,penuh waktu,51-200 pekerja,,"[6000000, 7000000]",6500000.0,jobstreet
data analyst,pt. panthera biru indonesia,dki jakarta,asosiasi,2.0,penuh waktu,51-200 pekerja,transportasi,,,jobstreet
data analyst,pt adlink sinemedia indonesia,dki jakarta,asosiasi,3.0,penuh waktu,51-200 pekerja,pemasaran & periklanan,,,jobstreet
data analyst,ottopay,dki jakarta,senior tingkat menengah,2.0,penuh waktu,201-500 pekerja,konsultasi,,,jobstreet
data analyst,pt.nugraha indah citarasa indonesia,dki jakarta,tingkat pemula,,penuh waktu,201-500 pekerja,ekonomi,"[5000000, 5500000]",5250000.0,jobstreet
data analyst,"tri7 solutions, inc.",,tingkat pemula,,penuh waktu,201-500 pekerja,bpo,,,jobstreet
data analyst,pt hino motors sales indonesia,dki jakarta,asosiasi,2.0,kontrak,201-500 pekerja,ekonomi,,,jobstreet
data analyst,boga group,banten,senior tingkat menengah,2.0,penuh waktu,1.001-5.000 pekerja,makanan & minuman,,,jobstreet
data analyst,pt tani hub indonesia,dki jakarta,asosiasi,3.0,penuh waktu,201-500 pekerja,teknologi informasi dan komunikasi,"[13000000, 18200000]",15600000.0,jobstreet
data analyst,pt bussan auto finance (baf),dki jakarta,asosiasi,1.0,penuh waktu,>5.000 pekerja,keuangan,,,jobstreet
data analyst,pt seahub media indonesia,dki jakarta,asosiasi,1.0,penuh waktu,51-200 pekerja,media,,,jobstreet
data analyst,pt. sumbawa apsara beton,dki jakarta,asosiasi,1.0,penuh waktu,1.001-5.000 pekerja,konstruksi,"[5500000, 7700000]",6600000.0,jobstreet
data analyst,"pt wahana ottomitra multiartha (wom finance), tbk",dki jakarta,tingkat pemula,,kontrak,>5.000 pekerja,keuangan,,,jobstreet
data analyst,pt enseval putera megatrading tbk,dki jakarta,asosiasi,1.0,penuh waktu,>5.000 pekerja,transportasi,,,jobstreet
data analyst,pt. aurora group,dki jakarta,asosiasi,2.0,penuh waktu,1-50 pekerja,konsultasi,"[10000000, 13000000]",11500000.0,jobstreet
data analyst,pt priamanaya energi,dki jakarta,asosiasi,2.0,penuh waktu,201-500 pekerja,konstruksi,,,jobstreet
data analyst,pt akasha wira international tbk,dki jakarta,asosiasi,1.0,penuh waktu,1.001-5.000 pekerja,ekonomi,"[4400000, 5720000]",5060000.0,jobstreet
data analyst,pt surya dermato medica labs,dki jakarta,asosiasi,2.0,penuh waktu,201-500 pekerja,kesehatan,,,jobstreet
data analyst,pt depoguna bangunan online,dki jakarta,senior tingkat menengah,4.0,penuh waktu,1-50 pekerja,ekonomi,,,jobstreet
data analyst,pt infimedia solusi pratama,dki jakarta,asosiasi,1.0,penuh waktu,1-50 pekerja,teknologi informasi dan komunikasi,,,jobstreet
data analyst,pt cipta urban darsana,dki jakarta,asosiasi,1.0,penuh waktu,51-200 pekerja,pemasaran & periklanan,"[5000000, 6000000]",5500000.0,jobstreet
data analyst,pt mitsui leasing capital indonesia,dki jakarta,asosiasi,2.0,penuh waktu,501-1.000 pekerja,keuangan,"[6000000, 7500000]",6750000.0,jobstreet
data analyst,pt os selnajaya indonesia,jawa barat,senior tingkat menengah,5.0,penuh waktu,201-500 pekerja,,"[11000000, 15000000]",13000000.0,jobstreet
data analyst,xendit,dki jakarta,,,,,,,,jobstreet
data analyst,aruna,dki jakarta,,,,,,,,jobstreet
data analyst,pt pt cicil solusi mitra teknologi solusi mitra teknologi,dki jakarta,,,,1-50 pekerja,keuangan,,,jobstreet
data analyst,pt zuzu teknologi servis,dki jakarta,,,,1-50 pekerja,pariwisata,,,jobstreet
data analyst,pt intersoft solutions,dki jakarta,,,magang,1-50 pekerja,teknologi informasi dan komunikasi,,,jobstreet
data analyst,pt agate international,jawa barat,,,,51-200 pekerja,media,,,jobstreet
data analyst,pt bayer indonesia,dki jakarta,,,,1.001-5.000 pekerja,kesehatan,,,jobstreet
data analyst,pt grab taxi indonesia,dki jakarta,,,,201-500 pekerja,teknologi informasi dan komunikasi,,,jobstreet
data engineer,dexa group,banten,asosiasi,1.0,penuh waktu,>5.000 pekerja,kesehatan,,,jobstreet
data engineer,pt agate international,jawa barat,asosiasi,,penuh waktu,51-200 pekerja,media,,,jobstreet
data engineer,perusahaan dirahasiakan,dki jakarta,asosiasi,3.0,penuh waktu,,,"[9000000, 15000000]",12000000.0,jobstreet
data engineer,pt. abeam analytics indonesia,dki jakarta,asosiasi,2.0,penuh waktu,51-200 pekerja,konsultasi,,,jobstreet
data engineer,pt mitra informatika,jawa timur,asosiasi,1.0,penuh waktu,1-50 pekerja,teknologi informasi dan komunikasi,"[4300000, 6020000]",5160000.0,jobstreet
data engineer,pt cimb niaga tbk,dki jakarta,senior tingkat menengah,2.0,penuh waktu,>5.000 pekerja,keuangan,,,jobstreet
data engineer,pt inti citra agung (optik melawai),dki jakarta,senior tingkat menengah,2.0,kontrak,1.001-5.000 pekerja,ekonomi,,,jobstreet
data engineer,perusahaan dirahasiakan,dki jakarta,senior tingkat menengah,5.0,penuh waktu,,,"[15000000, 20000000]",17500000.0,jobstreet
data engineer,pt smartfren telecom tbk,dki jakarta,senior tingkat menengah,5.0,penuh waktu,1.001-5.000 pekerja,teknologi informasi dan komunikasi,,,jobstreet
data engineer,pt metrodata electronics tbk,dki jakarta,asosiasi,3.0,penuh waktu,1.001-5.000 pekerja,konsultasi,,,jobstreet
data engineer,pt insura media solusi (jakarta),dki jakarta,asosiasi,1.0,penuh waktu,1-50 pekerja,teknologi informasi dan komunikasi,"[6000000, 12000000]",9000000.0,jobstreet
data engineer,pt lawencon internasional internasional,dki jakarta,asosiasi,3.0,penuh waktu,51-200 pekerja,konsultasi,,,jobstreet
data engineer,agung sedayu group,dki jakarta,asosiasi,1.0,penuh waktu,>5.000 pekerja,properti,,,jobstreet
data engineer,onlinepajak,dki jakarta,senior tingkat menengah,5.0,penuh waktu,51-200 pekerja,teknologi informasi dan komunikasi,,,jobstreet
data engineer,pt izeno teknologi indonesia,dki jakarta,senior tingkat menengah,3.0,penuh waktu,51-200 pekerja,konsultasi,,,jobstreet
data engineer,pt graha karya informasi,dki jakarta,asosiasi,1.0,kontrak,201-500 pekerja,konsultasi,,,jobstreet
data engineer,pt hata arziki indonesia (jakarta),dki jakarta,magang,,magang,1-50 pekerja,,"[4600000, 6440000]",5520000.0,jobstreet
data engineer,pt infoflow solutions,dki jakarta,asosiasi,5.0,penuh waktu,1-50 pekerja,teknologi informasi dan komunikasi,,,jobstreet
data engineer,pt hebros,dki jakarta,asosiasi,2.0,penuh waktu,51-200 pekerja,teknologi informasi dan komunikasi,,,jobstreet
data engineer,pt fullerton health indonesia,dki jakarta,asosiasi,4.0,penuh waktu,201-500 pekerja,kesehatan,,,jobstreet
data engineer,deloitte consulting sea,dki jakarta,senior tingkat menengah,2.0,penuh waktu,501-1.000 pekerja,konsultasi,,,jobstreet
data engineer,pt kamoro maxima integra,dki jakarta,asosiasi,2.0,penuh waktu,51-200 pekerja,teknologi informasi dan komunikasi,"[7500000, 15000000]",11250000.0,jobstreet
data engineer,yayasan bina nusantara,dki jakarta,asosiasi,2.0,penuh waktu,1.001-5.000 pekerja,pendidikan,,,jobstreet
data engineer,pt metrodata electronics tbk,dki jakarta,asosiasi,2.0,penuh waktu,1.001-5.000 pekerja,konsultasi,,,jobstreet
data engineer,pt. htc global software services,dki jakarta,asosiasi,2.0,penuh waktu,1.001-5.000 pekerja,teknologi informasi dan komunikasi,,,jobstreet
data engineer,pt lunaria annua teknologi (koinworks),dki jakarta,asosiasi,1.0,penuh waktu,201-500 pekerja,keuangan,,,jobstreet
data engineer,pt sense health indonesia,jawa barat,senior tingkat menengah,3.0,penuh waktu,1-50 pekerja,teknologi informasi dan komunikasi,,,jobstreet
data engineer,pt. usaha pintar pratama,dki jakarta,senior tingkat menengah,5.0,penuh waktu,201-500 pekerja,teknologi informasi dan komunikasi,,,jobstreet
