job_name,company,lokasi,tingkat_job,lama_pengalaman,jenis_job,ukuran_company,industri,gaji,median_gaji
data analyst,mnc group,dki jakarta,direktur,,penuh waktu,,,,
data analyst,ralali.com - b2b marketplace,dki jakarta,asosiasi,,penuh waktu,201-500 pekerja,teknologi informasi dan komunikasi,,
data analyst,finaccel,dki jakarta,tingkat pemula,,penuh waktu,201-500 pekerja,keuangan,,
data analyst,tinvio,dki jakarta,,,penuh waktu,51-200 pekerja,,,
data analyst,moslem community application,dki jakarta,senior tingkat menengah,,penuh waktu,,,"[15000000, 20000000]",17500000.0
data analyst,red comm indonesia,dki jakarta,,,penuh waktu,51-200 pekerja,,,
data analyst,pt paragon pratama teknologi (stickearn),dki jakarta,senior tingkat menengah,,penuh waktu,,,,
data analyst,act foundation,dki jakarta,asosiasi,,penuh waktu,,,,
data analyst,pt fajar lestari sejati,dki jakarta,asosiasi,,penuh waktu,,,"[5000000, 8000000]",6500000.0
data analyst,monex investindo futures,dki jakarta,,,penuh waktu,51-200 pekerja,,,
data analyst,celerates,dki jakarta,direktur,,penuh waktu,,,,
data analyst,evermos,jawa timur,asosiasi,,penuh waktu,,,,
data analyst,bithealth,dki jakarta,asosiasi,,penuh waktu,1-50 pekerja,teknologi informasi dan komunikasi,"[10000000, 20000000]",15000000.0
data analyst,dezire technologies pte ltd,dki jakarta,senior tingkat menengah,,penuh waktu,,,,
data analyst,ruangguru.com,dki jakarta,asosiasi,,penuh waktu,,,,
data analyst,bintango,dki jakarta,tingkat pemula,,penuh waktu,,,,
data analyst,arcstone,dki jakarta,asosiasi,,penuh waktu,,,"[12000000, 17000000]",14500000.0
data analyst,bfi technologies,dki jakarta,,,penuh waktu,,,,
data analyst,"love, bonito",dki jakarta,asosiasi,,penuh waktu,201-500 pekerja,pakaian & mode,,
data analyst,ruangguru.com,dki jakarta,,,penuh waktu,1.001-5.000 pekerja,,,
data analyst,michael page,dki jakarta,asosiasi,,penuh waktu,>5.000 pekerja,human resources,,
data analyst,eden farm,dki jakarta,,,penuh waktu,201-500 pekerja,,,
data analyst,,dki jakarta,asosiasi,,penuh waktu,1-50 pekerja,pemasaran & periklanan,,
data analyst,byorange,dki jakarta,senior tingkat menengah,,penuh waktu,51-200 pekerja,ekonomi,,
data analyst,hypefast,dki jakarta,tingkat pemula,,penuh waktu,,,,
data analyst,diageo,dki jakarta,asosiasi,,penuh waktu,>5.000 pekerja,makanan & minuman,,
data analyst,lifepal,dki jakarta,senior tingkat menengah,,penuh waktu,,,"[10000000, 25000000]",17500000.0
data analyst,bitlabs academy,dki jakarta,asosiasi,,paruh waktu,,,,
data analyst,pt hara anargya indonesia,banten,asosiasi,,penuh waktu,,,"[3800000, 6000000]",4900000.0
data analyst,ajaib,dki jakarta,asosiasi,,penuh waktu,51-200 pekerja,teknologi informasi dan komunikasi,,
data analyst,pegipegi,dki jakarta,magang,,magang,,,[83333],83333.0
data analyst,bali united football club,dki jakarta,asosiasi,,magang,,,,
data analyst,qoala,dki jakarta,magang,,paruh waktu,201-500 pekerja,teknologi informasi dan komunikasi,,
data analyst,telunjuk.com,dki jakarta,,,magang,,,,
data analyst,rata,kalimantan barat,magang,,magang,,,,
data analyst,asmaraku,jawa barat,tingkat pemula,,magang,,,,
data analyst,pt procon indo sekata,dki jakarta,,,magang,,,,
data engineer,dkatalis (digital katalis),dki jakarta,senior tingkat menengah,,penuh waktu,201-500 pekerja,teknologi informasi dan komunikasi,,
data engineer,"quantumblack, a mckinsey company",dki jakarta,tingkat pemula,,penuh waktu,201-500 pekerja,teknologi informasi dan komunikasi,,
data engineer,ajaib,dki jakarta,senior tingkat menengah,,penuh waktu,51-200 pekerja,teknologi informasi dan komunikasi,,
data engineer,gojek,dki jakarta,tingkat pemula,,penuh waktu,1.001-5.000 pekerja,teknologi informasi dan komunikasi,,
data engineer,dagangan,diy,tingkat pemula,,penuh waktu,,,,
data engineer,"lancesoft, inc.",dki jakarta,asosiasi,,kontrak,1.001-5.000 pekerja,teknologi informasi dan komunikasi,,
data engineer,pt. yuinsight technologies international,dki jakarta,asosiasi,,penuh waktu,>5.000 pekerja,teknologi informasi dan komunikasi,,
data engineer,mpm group (pt mitra pinasthika mustika tbk),dki jakarta,asosiasi,,penuh waktu,>5.000 pekerja,permesinan,,
data engineer,tata consultancy services,dki jakarta,senior tingkat menengah,,penuh waktu,>5.000 pekerja,teknologi informasi dan komunikasi,,
data engineer,aplikasi super (yc w18),jawa timur,asosiasi,,penuh waktu,51-200 pekerja,ekonomi,,
data engineer,philip morris international,dki jakarta,,,penuh waktu,>5.000 pekerja,agrikultur,,
data engineer,glints,dki jakarta,tingkat pemula,,penuh waktu,201-500 pekerja,human resources,,
data engineer,somethinc - beautyhaul,dki jakarta,asosiasi,,penuh waktu,201-500 pekerja,kosmetik,,
data engineer,agoda,dki jakarta,senior tingkat menengah,,penuh waktu,1.001-5.000 pekerja,teknologi informasi dan komunikasi,,
data engineer,zalora group,dki jakarta,senior tingkat menengah,,penuh waktu,1.001-5.000 pekerja,teknologi informasi dan komunikasi,,
data engineer,accenture southeast asia,dki jakarta,senior tingkat menengah,,penuh waktu,>5.000 pekerja,teknologi informasi dan komunikasi,,
data engineer,dana indonesia,dki jakarta,asosiasi,,penuh waktu,,,,
data engineer,philip morris international,dki jakarta,senior tingkat menengah,,penuh waktu,>5.000 pekerja,agrikultur,,
data engineer,ritase.com.com,dki jakarta,,,penuh waktu,51-200 pekerja,,,
data engineer,deloitte,dki jakarta,tingkat pemula,,penuh waktu,>5.000 pekerja,konsultasi,,
data engineer,alodokter,dki jakarta,senior tingkat menengah,,penuh waktu,201-500 pekerja,teknologi informasi dan komunikasi,,
data engineer,karya talents,dki jakarta,asosiasi,,penuh waktu,1-50 pekerja,human resources,,
data engineer,oy! indonesia,dki jakarta,asosiasi,,penuh waktu,51-200 pekerja,teknologi informasi dan komunikasi,,
data engineer,all data international,dki jakarta,,,penuh waktu,1-50 pekerja,,,
data engineer,gojek,dki jakarta,asosiasi,,penuh waktu,1.001-5.000 pekerja,teknologi informasi dan komunikasi,,
data engineer,"love, bonito",dki jakarta,asosiasi,,penuh waktu,201-500 pekerja,pakaian & mode,,
data engineer,bukalapak,dki jakarta,senior tingkat menengah,,penuh waktu,1.001-5.000 pekerja,teknologi informasi dan komunikasi,,
data engineer,widya analytic,diy,asosiasi,,penuh waktu,,,"[3000000, 4000000]",3500000.0
data engineer,mamikos.com,dki jakarta,asosiasi,,penuh waktu,201-500 pekerja,teknologi informasi dan komunikasi,,
data engineer,insight timer,bali,,,penuh waktu,51-200 pekerja,kesehatan,,
data engineer,pt k-24 indonesia,diy,asosiasi,,penuh waktu,,,"[3000000, 5000000]",4000000.0
data engineer,thinkmatch,dki jakarta,asosiasi,,penuh waktu,,,"[0, 10000000]",5000000.0
data engineer,pt 360 teknologi indonesia,dki jakarta,asosiasi,,penuh waktu,51-200 pekerja,teknologi informasi dan komunikasi,,
data engineer,kompas gramedia - kg media,dki jakarta,tingkat pemula,,penuh waktu,,,,
data engineer,itb career center,banten,asosiasi,,kontrak,1-50 pekerja,human resources,,
data engineer,sirclo,banten,tingkat pemula,,penuh waktu,,,,
data engineer,ula,dki jakarta,asosiasi,,penuh waktu,201-500 pekerja,teknologi informasi dan komunikasi,,
data engineer,j-express (pt jaya ekspress transindo),dki jakarta,tingkat pemula,,penuh waktu,,,,
data engineer,ruangguru.com,dki jakarta,tingkat pemula,,penuh waktu,,,,
data engineer,it ommey bintang indonesia,dki jakarta,asosiasi,,penuh waktu,,,,
data engineer,pt. jasa teknologi informasi ibm,dki jakarta,tingkat pemula,,penuh waktu,,,,
data engineer,xendit,dki jakarta,tingkat pemula,,penuh waktu,201-500 pekerja,keuangan,,
data engineer,pt pt generasi teknologi buana,dki jakarta,tingkat pemula,,penuh waktu,,,,
data engineer,lion parcel,dki jakarta,tingkat pemula,,penuh waktu,,,,
data engineer,tada,dki jakarta,tingkat pemula,,penuh waktu,51-200 pekerja,teknologi informasi dan komunikasi,"[666667, 1250000]",958334.0
data engineer,pt xapiens teknologi indonesia,banten,tingkat pemula,,penuh waktu,,,,
data engineer,kumparan.com,dki jakarta,tingkat pemula,,penuh waktu,,,,
data engineer,pintap,dki jakarta,tingkat pemula,,penuh waktu,,,"[666667, 1250000]",958334.0
data engineer,pt gits indonesia,banten,senior tingkat menengah,,penuh waktu,,,,
data engineer,mnc group,dki jakarta,senior tingkat menengah,,penuh waktu,,,,
data engineer,pt generasi teknologi buana,dki jakarta,senior tingkat menengah,,penuh waktu,,,,
data engineer,mnc group,dki jakarta,tingkat pemula,,kontrak,,,,
data engineer,pt. astra welab digital arta,dki jakarta,tingkat pemula,,penuh waktu,,,,
data engineer,pt. jaya ekspress transindo (jx),dki jakarta,,,penuh waktu,1.001-5.000 pekerja,,,
data engineer,pt fan integrasi teknologi,dki jakarta,,,penuh waktu,51-200 pekerja,,,
data engineer,livit international,bali,tingkat pemula,,penuh waktu,,,,
data engineer,haistar (pt bintang dagang internasional),dki jakarta,,,penuh waktu,,,,
data engineer,pt rpay finansial digital indonesia,dki jakarta,senior tingkat menengah,,penuh waktu,,,"[8000000, 14000000]",11000000.0
data engineer,pt sharing vision indonesia,dki jakarta,asosiasi,,penuh waktu,,,,
data engineer,jubelio,kalimantan barat,tingkat pemula,,penuh waktu,,,,
data engineer,id/x partners,dki jakarta,asosiasi,,penuh waktu,51-200 pekerja,teknologi informasi dan komunikasi,,
data engineer,stickearn,dki jakarta,,,penuh waktu,51-200 pekerja,,,
data engineer,sirclo,banten,,,penuh waktu,201-500 pekerja,,,
data engineer,pt cicil solusi mitra teknologi,dki jakarta,tingkat pemula,,penuh waktu,,,,
data engineer,pt. barrans global mandiri,dki jakarta,senior tingkat menengah,,penuh waktu,,,,
data engineer,pt. informasi teknologi indonesia,kalimantan barat,tingkat pemula,,penuh waktu,,,"[833333, 1666667]",1250000.0
data engineer,cobblestone energy,nad,tingkat pemula,,penuh waktu,1-50 pekerja,pertambangan,,
data engineer,emtrade,dki jakarta,tingkat pemula,,penuh waktu,,,,
data engineer,pt metrodata electronics tbk,banten,,,penuh waktu,,,,
data engineer,pt stampindo lancar jaya,dki jakarta,senior tingkat menengah,,penuh waktu,,,"[7000000, 12000000]",9500000.0
data engineer,pt paragon pratama teknologi (stickearn),dki jakarta,asosiasi,,penuh waktu,,,,
data engineer,ritase.com,dki jakarta,tingkat pemula,,penuh waktu,,,,
data engineer,pt fan integrasi teknologi,dki jakarta,asosiasi,,penuh waktu,,,,
data engineer,livit international,bali,senior tingkat menengah,,penuh waktu,,,,
data engineer,pt. pt. dhana jasa konsultan,dki jakarta,senior tingkat menengah,,penuh waktu,,,"[10000000, 16000000]",13000000.0
data engineer,vidio,dki jakarta,senior tingkat menengah,,penuh waktu,,,,
data engineer,smdv,dki jakarta,tingkat pemula,,penuh waktu,1-50 pekerja,ekonomi,,
data engineer,dkatalis (digital katalis),dki jakarta,tingkat pemula,,penuh waktu,201-500 pekerja,teknologi informasi dan komunikasi,,
data engineer,amar bank,dki jakarta,tingkat pemula,,penuh waktu,501-1.000 pekerja,keuangan,,
data engineer,tunaiku,dki jakarta,tingkat pemula,,penuh waktu,,,,
data engineer,pt koltiva,dki jakarta,tingkat pemula,,penuh waktu,,,,
data engineer,pt swift logistics solutions,dki jakarta,tingkat pemula,,penuh waktu,,,,
data engineer,hexamatics infotech,dki jakarta,senior tingkat menengah,,penuh waktu,,,,
data engineer,michael page,dki jakarta,tingkat pemula,,penuh waktu,>5.000 pekerja,human resources,,
data engineer,ogya tekno nusantara,dki jakarta,senior tingkat menengah,,penuh waktu,,,"[7000000, 14000000]",10500000.0
data engineer,zalora group,dki jakarta,senior tingkat menengah,,penuh waktu,,,,
data engineer,bitlabs academy academy,dki jakarta,asosiasi,,paruh waktu,,,,
data engineer,kuncie,dki jakarta,tingkat pemula,,penuh waktu,1-50 pekerja,pendidikan,,
data engineer,telkomsigma,dki jakarta,tingkat pemula,,penuh waktu,,,,
data engineer,ralali.com - b2b marketplace,dki jakarta,asosiasi,,penuh waktu,201-500 pekerja,teknologi informasi dan komunikasi,,
data engineer,pt. metra digital media,dki jakarta,,,penuh waktu,201-500 pekerja,,,
data engineer,g2academy (school of gifted geeks),dki jakarta,,,penuh waktu,51-200 pekerja,,,
data engineer,pt linov roket prestasi,dki jakarta,asosiasi,,penuh waktu,,,,
data engineer,pt global urban esensial,banten,,,penuh waktu,51-200 pekerja,,,
data engineer,pt. asian sigma technology,dki jakarta,asosiasi,,penuh waktu,,,"[8000000, 11000000]",9500000.0
data engineer,celerates,dki jakarta,asosiasi,,penuh waktu,,,,
data engineer,pt metrodata electronics tbk,dki jakarta,tingkat pemula,,penuh waktu,1.001-5.000 pekerja,teknologi informasi dan komunikasi,,
data engineer,confidential,dki jakarta,,,penuh waktu,,,,
data engineer,halodoc id,dki jakarta,asosiasi,,penuh waktu,,,"[1666667, 3333333]",2500000.0
data engineer,one code solution,banten,,,penuh waktu,1-50 pekerja,,,
data engineer,finaccel,dki jakarta,tingkat pemula,,penuh waktu,201-500 pekerja,keuangan,,
data engineer,ajaib,dki jakarta,asosiasi,,penuh waktu,,,,
data engineer,lifepal,dki jakarta,senior tingkat menengah,,penuh waktu,,,,
data engineer,koinworks,dki jakarta,asosiasi,,penuh waktu,201-500 pekerja,teknologi informasi dan komunikasi,"[1000000, 1416667]",1208334.0
data engineer,sayurbox,dki jakarta,senior tingkat menengah,,penuh waktu,201-500 pekerja,ekonomi,,
data engineer,delman.io,dki jakarta,asosiasi,,penuh waktu,,,"[10000000, 18000000]",14000000.0
data engineer,99.co,dki jakarta,senior tingkat menengah,,penuh waktu,,,,
data engineer,pt. amartha mikro fintek,dki jakarta,asosiasi,,penuh waktu,,,"[833333, 2083333]",1458333.0
data engineer,fis clouds,dki jakarta,,,penuh waktu,1-50 pekerja,,,
data engineer,byorange,dki jakarta,senior tingkat menengah,,penuh waktu,51-200 pekerja,ekonomi,,
data engineer,tada,dki jakarta,asosiasi,,penuh waktu,51-200 pekerja,teknologi informasi dan komunikasi,"[1500000, 2083333]",1791666.0
data engineer,ntt ltd.,dki jakarta,tingkat pemula,,penuh waktu,,,,
data engineer,pt. pt. amartha mikro fintek mikro fintek,dki jakarta,asosiasi,,penuh waktu,,,,
data engineer,pt. citra kreasi hutama,dki jakarta,senior tingkat menengah,,penuh waktu,,,,
data engineer,matchatalent,dki jakarta,tingkat pemula,,penuh waktu,,,"[833333, 1000000]",916666.0
data engineer,zenius,dki jakarta,senior tingkat menengah,,penuh waktu,51-200 pekerja,pendidikan,,
data engineer,fabelio,dki jakarta,asosiasi,,penuh waktu,201-500 pekerja,perabot,,
data engineer,pt cerdas digital nusantara (cakap),dki jakarta,direktur,,penuh waktu,,,,
data engineer,pt pt generasi teknologi buana,dki jakarta,asosiasi,,penuh waktu,,,,
data engineer,pt generasi teknologi buana,dki jakarta,direktur,,penuh waktu,,,,
data engineer,payfazz (pt. payfazz teknologi nusantara),dki jakarta,asosiasi,,penuh waktu,,,,
data engineer,the bonza,dki jakarta,asosiasi,,penuh waktu,,,,
data engineer,pt pintu kemana saja (pintu),dki jakarta,asosiasi,,penuh waktu,,,,
data engineer,geekhunter,dki jakarta,,,penuh waktu,1-50 pekerja,,,
data engineer,vidio,dki jakarta,tingkat pemula,,penuh waktu,,,,
data engineer,ntt ltd.,dki jakarta,asosiasi,,penuh waktu,>5.000 pekerja,teknologi informasi dan komunikasi,,
data engineer,somethinc - beautyhaul,dki jakarta,asosiasi,,penuh waktu,,,,
data engineer,michael page,dki jakarta,asosiasi,,penuh waktu,>5.000 pekerja,human resources,,
data engineer,niometrics,dki jakarta,tingkat pemula,,penuh waktu,51-200 pekerja,teknologi informasi dan komunikasi,,
data engineer,ruangguru.com,dki jakarta,asosiasi,,penuh waktu,1.001-5.000 pekerja,pendidikan,,
data engineer,matchatalent,dki jakarta,asosiasi,,penuh waktu,1-50 pekerja,human resources,,
data engineer,pt tani hub indonesia,dki jakarta,asosiasi,,penuh waktu,,,,
data architect,pt. xl axiata tbk,dki jakarta,asosiasi,,kontrak,1.001-5.000 pekerja,teknologi informasi dan komunikasi,,
data architect,google,dki jakarta,,,penuh waktu,>5.000 pekerja,teknologi informasi dan komunikasi,,
data architect,sun life,dki jakarta,,,penuh waktu,>5.000 pekerja,keuangan,,
data architect,bumi pt. amartha mikro fintek teknologi mandiri,dki jakarta,asosiasi,,penuh waktu,201-500 pekerja,teknologi informasi dan komunikasi,,
database administrator,"lancesoft, inc.",dki jakarta,senior tingkat menengah,,penuh waktu,1.001-5.000 pekerja,teknologi informasi dan komunikasi,,
database administrator,pt lion super indo,dki jakarta,senior tingkat menengah,,penuh waktu,>5.000 pekerja,ekonomi,,
database administrator,solid gold berjangka. pt - semarang,jawa tengah,,,penuh waktu,,,,
database administrator,widya analytic,diy,asosiasi,,penuh waktu,,,"[3000000, 4000000]",3500000.0
database administrator,codex powered by telkom indonesia,dki jakarta,tingkat pemula,,penuh waktu,501-1.000 pekerja,teknologi informasi dan komunikasi,,
database administrator,pt astra graphia information technology,dki jakarta,tingkat pemula,,penuh waktu,,,,
database administrator,itb career center,banten,tingkat pemula,,penuh waktu,1-50 pekerja,human resources,,
database administrator,permodalan nasional madani pt,dki jakarta,tingkat pemula,,penuh waktu,,,,
database administrator,geniebook,jawa timur,asosiasi,,penuh waktu,201-500 pekerja,pendidikan,"[7000000, 10000000]",8500000.0
database administrator,codex powered by telkom indonesia,dki jakarta,direktur,,penuh waktu,,,,
database administrator,pt majapahit teknologi nusantara,dki jakarta,asosiasi,,penuh waktu,,,"[8000000, 12000000]",10000000.0
database administrator,"indocyber global teknologi, pt",dki jakarta,tingkat pemula,,penuh waktu,501-1.000 pekerja,teknologi informasi dan komunikasi,,
database administrator,pt. dhana jasa konsultan,bali,direktur,,penuh waktu,,,"[12000000, 25000000]",18500000.0
database administrator,celerates,dki jakarta,asosiasi,,penuh waktu,,,,
database administrator,xtremax,jawa barat,tingkat pemula,,penuh waktu,201-500 pekerja,teknologi informasi dan komunikasi,,
database administrator,"mitra integrasi informatika, pt",dki jakarta,,,penuh waktu,501-1.000 pekerja,,,
database administrator,pt sisindokom lintasbuana,dki jakarta,,,penuh waktu,201-500 pekerja,,,
